order_id,order_date,supplier,shipping_mode,product_category,order_value_eur,promised_lead_time_days,actual_lead_time_days,is_delayed,delay_days,is_defective,is_otif
ORD-10503,2025-12-06,Supplier D (India),Express Courier,Industrial Components,1376.36,45,44,False,0,False,True
ORD-10504,2025-06-01,Supplier C (USA),Air Freight,Heavy Machinery,3451.06,14,15,True,1,False,False
ORD-10505,2025-06-27,Supplier C (USA),Ocean Cargo,Industrial Components,5002.36,7,5,False,0,False,True
ORD-10506,2025-06-12,Supplier A (Germany),Express Courier,Industrial Components,3047.29,7,7,False,0,False,True
ORD-10507,2025-02-02,Supplier A (Germany),Ocean Cargo,Heavy Machinery,4292.13,21,19,False,0,False,True
ORD-10508,2025-06-28,Supplier D (India),Rail Freight,Electronics,4308.58,14,17,True,3,False,False
ORD-10509,2025-04-11,Supplier E (Vietnam),Air Freight,Electronics,9372.61,14,15,True,1,False,False
ORD-10510,2025-09-25,Supplier B (China),Air Freight,Heavy Machinery,925.74,30,28,False,0,False,True
ORD-10511,2025-11-19,Supplier B (China),Rail Freight,Heavy Machinery,3132.74,7,5,False,0,False,True
ORD-10512,2025-03-06,Supplier B (China),Air Freight,Industrial Components,13409.37,30,32,True,2,False,False
ORD-10513,2025-06-17,Supplier E (Vietnam),Rail Freight,Raw Materials,7707.77,14,14,False,0,False,True
ORD-10514,2025-11-26,Supplier B (China),Rail Freight,Heavy Machinery,13589.18,21,23,True,2,False,False
ORD-10515,2025-02-12,Supplier B (China),Air Freight,Industrial Components,9018.48,7,7,False,0,False,True
ORD-10516,2025-02-13,Supplier D (India),Ocean Cargo,Raw Materials,2065.62,14,27,True,13,False,False
ORD-10517,2025-10-12,Supplier A (Germany),Air Freight,Electronics,8339.16,21,19,False,0,False,True
ORD-10518,2025-01-12,Supplier A (Germany),Ocean Cargo,Electronics,5324.93,45,47,True,2,False,False
ORD-10519,2025-04-05,Supplier C (USA),Air Freight,Industrial Components,30165.35,14,14,False,0,True,False
ORD-10520,2025-10-29,Supplier E (Vietnam),Air Freight,Industrial Components,9336.92,45,48,True,3,False,False
ORD-10521,2025-09-10,Supplier A (Germany),Ocean Cargo,Heavy Machinery,7470.33,30,35,True,5,False,False
ORD-10522,2025-08-30,Supplier B (China),Ocean Cargo,Electronics,8396.24,45,43,False,0,False,True
ORD-10523,2025-02-04,Supplier B (China),Rail Freight,Industrial Components,7151.49,14,17,True,3,False,False
ORD-10524,2025-08-03,Supplier B (China),Express Courier,Electronics,6998.43,45,51,True,6,False,False
ORD-10525,2025-12-03,Supplier C (USA),Express Courier,Electronics,3971.76,7,12,True,5,False,False
ORD-10526,2025-03-31,Supplier B (China),Ocean Cargo,Heavy Machinery,7543.02,14,20,True,6,False,False
ORD-10527,2025-09-21,Supplier B (China),Express Courier,Raw Materials,10496.25,21,28,True,7,False,False
ORD-10528,2025-04-03,Supplier B (China),Ocean Cargo,Heavy Machinery,11478.86,45,45,False,0,False,True
ORD-10529,2025-03-31,Supplier C (USA),Express Courier,Industrial Components,10418.03,7,7,False,0,False,True
ORD-10530,2025-04-25,Supplier B (China),Rail Freight,Heavy Machinery,16423.21,30,33,True,3,False,False
ORD-10531,2025-04-15,Supplier D (India),Ocean Cargo,Heavy Machinery,12068.01,30,28,False,0,False,True
ORD-10532,2025-07-15,Supplier A (Germany),Ocean Cargo,Electronics,8125.92,45,49,True,4,False,False
ORD-10533,2025-11-10,Supplier D (India),Express Courier,Heavy Machinery,1968.59,30,28,False,0,False,True
ORD-10534,2025-04-24,Supplier D (India),Rail Freight,Industrial Components,1969.21,21,21,False,0,False,True
ORD-10535,2025-03-16,Supplier B (China),Express Courier,Raw Materials,4029.88,14,16,True,2,False,False
ORD-10536,2025-08-05,Supplier B (China),Air Freight,Heavy Machinery,5102.08,7,8,True,1,False,False
ORD-10537,2025-10-04,Supplier B (China),Ocean Cargo,Heavy Machinery,15038.99,45,43,False,0,False,True
ORD-10538,2025-09-06,Supplier A (Germany),Air Freight,Raw Materials,531.78,30,31,True,1,False,False
ORD-10539,2025-06-13,Supplier B (China),Express Courier,Industrial Components,2150.46,14,18,True,4,False,False
ORD-10540,2025-12-23,Supplier A (Germany),Air Freight,Industrial Components,4207.5,21,21,False,0,False,True
ORD-10541,2025-07-11,Supplier B (China),Express Courier,Heavy Machinery,2213.91,30,30,False,0,False,True
ORD-10542,2025-08-15,Supplier D (India),Air Freight,Electronics,2595.45,30,29,False,0,False,True
ORD-10543,2025-06-26,Supplier B (China),Air Freight,Heavy Machinery,3296.68,7,7,False,0,False,True
ORD-10544,2025-04-09,Supplier D (India),Ocean Cargo,Raw Materials,2306.16,21,20,False,0,False,True
ORD-10545,2025-02-05,Supplier B (China),Express Courier,Raw Materials,2649.33,21,24,True,3,False,False
ORD-10546,2025-04-06,Supplier D (India),Air Freight,Raw Materials,14626.44,45,50,True,5,False,False
ORD-10547,2025-06-01,Supplier C (USA),Ocean Cargo,Heavy Machinery,8034.14,7,5,False,0,False,True
ORD-10548,2025-05-31,Supplier A (Germany),Ocean Cargo,Heavy Machinery,9055.75,45,43,False,0,False,True
ORD-10549,2025-07-09,Supplier C (USA),Air Freight,Industrial Components,4782.42,7,6,False,0,False,True
ORD-10550,2025-08-12,Supplier A (Germany),Air Freight,Electronics,11035.63,21,24,True,3,False,False
ORD-10551,2025-02-06,Supplier B (China),Express Courier,Heavy Machinery,9684.08,7,15,True,8,False,False
ORD-10552,2025-09-25,Supplier E (Vietnam),Ocean Cargo,Industrial Components,7933.35,7,13,True,6,False,False
ORD-10553,2025-07-02,Supplier A (Germany),Air Freight,Heavy Machinery,2912.21,7,15,True,8,False,False
ORD-10554,2025-01-13,Supplier B (China),Express Courier,Industrial Components,3450.83,14,14,False,0,False,True
ORD-10555,2025-10-06,Supplier D (India),Rail Freight,Industrial Components,11458.69,14,26,True,12,False,False
ORD-10556,2025-08-05,Supplier D (India),Ocean Cargo,Electronics,3250.66,21,19,False,0,False,True
ORD-10557,2025-12-21,Supplier C (USA),Ocean Cargo,Heavy Machinery,1753.17,7,13,True,6,False,False
ORD-10558,2025-12-27,Supplier B (China),Express Courier,Industrial Components,3200.89,21,21,False,0,False,True
ORD-10559,2025-10-13,Supplier C (USA),Rail Freight,Raw Materials,17111.82,14,12,False,0,False,True
ORD-10560,2025-09-30,Supplier B (China),Express Courier,Raw Materials,3203.41,7,7,False,0,False,True
ORD-10561,2025-03-03,Supplier D (India),Ocean Cargo,Raw Materials,6387.66,45,46,True,1,False,False
ORD-10562,2025-03-25,Supplier E (Vietnam),Ocean Cargo,Electronics,3003.25,14,14,False,0,False,True
ORD-10563,2025-08-05,Supplier D (India),Express Courier,Industrial Components,9051.99,14,20,True,6,False,False
ORD-10564,2025-12-08,Supplier D (India),Air Freight,Electronics,7551.03,14,14,False,0,False,True
ORD-10565,2025-07-06,Supplier A (Germany),Ocean Cargo,Heavy Machinery,1490.78,7,5,False,0,False,True
ORD-10566,2025-01-19,Supplier D (India),Express Courier,Heavy Machinery,6090.14,30,29,False,0,False,True
ORD-10567,2025-06-26,Supplier D (India),Ocean Cargo,Industrial Components,1279.12,45,43,False,0,False,True
ORD-10568,2025-04-10,Supplier A (Germany),Ocean Cargo,Raw Materials,3155.01,45,46,True,1,False,False
ORD-10569,2025-08-21,Supplier D (India),Ocean Cargo,Industrial Components,4870.02,21,22,True,1,False,False
ORD-10570,2025-03-17,Supplier B (China),Air Freight,Industrial Components,21536.25,7,9,True,2,False,False
ORD-10571,2025-09-22,Supplier C (USA),Ocean Cargo,Industrial Components,6338.07,14,12,False,0,False,True
ORD-10572,2025-10-11,Supplier D (India),Express Courier,Electronics,2660.66,30,30,False,0,False,True
ORD-10573,2025-07-25,Supplier C (USA),Air Freight,Heavy Machinery,3813.23,7,8,True,1,False,False
ORD-10574,2025-08-11,Supplier A (Germany),Air Freight,Industrial Components,10294.42,7,8,True,1,False,False
ORD-10575,2025-02-21,Supplier C (USA),Rail Freight,Industrial Components,2689.7,30,43,True,13,False,False
ORD-10576,2025-12-05,Supplier B (China),Air Freight,Industrial Components,11820.41,14,16,True,2,False,False
ORD-10577,2025-05-24,Supplier E (Vietnam),Air Freight,Electronics,3234.27,7,10,True,3,False,False
ORD-10578,2025-03-10,Supplier B (China),Rail Freight,Electronics,2363.14,45,43,False,0,False,True
ORD-10579,2025-04-09,Supplier B (China),Express Courier,Electronics,3318.27,45,44,False,0,False,True
ORD-10580,2025-01-25,Supplier D (India),Ocean Cargo,Industrial Components,1348.8,30,30,False,0,False,True
ORD-10581,2025-02-22,Supplier B (China),Express Courier,Raw Materials,864.32,14,14,False,0,False,True
ORD-10582,2025-05-31,Supplier C (USA),Air Freight,Raw Materials,4600.74,30,32,True,2,False,False
ORD-10583,2025-05-24,Supplier C (USA),Express Courier,Raw Materials,4657.16,7,6,False,0,False,True
ORD-10584,2025-02-26,Supplier D (India),Ocean Cargo,Heavy Machinery,6034.02,45,46,True,1,False,False
ORD-10585,2025-02-08,Supplier C (USA),Express Courier,Industrial Components,4582.59,21,25,True,4,False,False
ORD-10586,2025-04-19,Supplier B (China),Ocean Cargo,Raw Materials,31678.79,30,47,True,17,False,False
ORD-10587,2025-06-30,Supplier A (Germany),Ocean Cargo,Raw Materials,5623.6,21,23,True,2,True,False
ORD-10588,2025-02-11,Supplier A (Germany),Ocean Cargo,Raw Materials,1634.07,21,24,True,3,False,False
ORD-10589,2025-07-05,Supplier A (Germany),Ocean Cargo,Industrial Components,2006.34,45,44,False,0,False,True
ORD-10590,2025-08-11,Supplier A (Germany),Express Courier,Raw Materials,4915.97,30,29,False,0,False,True
ORD-10591,2025-05-02,Supplier C (USA),Ocean Cargo,Raw Materials,3469.13,21,23,True,2,False,False
ORD-10592,2025-05-13,Supplier D (India),Ocean Cargo,Industrial Components,1839.44,7,12,True,5,False,False
ORD-10593,2025-06-12,Supplier B (China),Ocean Cargo,Heavy Machinery,4688.75,14,12,False,0,False,True
ORD-10594,2025-08-03,Supplier D (India),Ocean Cargo,Electronics,4743.93,14,17,True,3,False,False
ORD-10595,2025-08-09,Supplier E (Vietnam),Express Courier,Raw Materials,17615.86,45,46,True,1,False,False
ORD-10596,2025-08-23,Supplier D (India),Express Courier,Electronics,2361.68,30,31,True,1,False,False
ORD-10597,2025-11-27,Supplier C (USA),Ocean Cargo,Heavy Machinery,3518.6,30,30,False,0,False,True
ORD-10598,2025-05-26,Supplier B (China),Rail Freight,Heavy Machinery,17572.55,14,14,False,0,False,True
ORD-10599,2025-08-27,Supplier B (China),Express Courier,Raw Materials,6392.42,7,11,True,4,False,False
ORD-10600,2025-03-17,Supplier A (Germany),Ocean Cargo,Industrial Components,2350.62,14,14,False,0,False,True
ORD-10601,2025-01-09,Supplier B (China),Ocean Cargo,Heavy Machinery,2774.47,14,17,True,3,False,False
ORD-10602,2025-03-15,Supplier E (Vietnam),Rail Freight,Electronics,1860.63,30,28,False,0,False,True
ORD-10603,2025-09-10,Supplier D (India),Ocean Cargo,Electronics,5228.18,21,21,False,0,False,True
ORD-10604,2025-08-18,Supplier A (Germany),Express Courier,Electronics,11214.11,7,10,True,3,False,False
ORD-10605,2025-01-07,Supplier B (China),Ocean Cargo,Electronics,18119.08,30,28,False,0,False,True
ORD-10606,2025-06-23,Supplier D (India),Ocean Cargo,Heavy Machinery,1496.64,14,14,False,0,False,True
ORD-10607,2025-05-21,Supplier A (Germany),Air Freight,Raw Materials,9850.66,21,22,True,1,False,False
ORD-10608,2025-06-17,Supplier B (China),Ocean Cargo,Raw Materials,5605.2,7,14,True,7,False,False
ORD-10609,2025-06-19,Supplier D (India),Rail Freight,Electronics,3985.65,45,45,False,0,False,True
ORD-10610,2025-10-10,Supplier B (China),Ocean Cargo,Raw Materials,3519.69,7,14,True,7,False,False
ORD-10611,2025-05-02,Supplier A (Germany),Ocean Cargo,Electronics,1057.07,7,5,False,0,False,True
ORD-10612,2025-07-13,Supplier B (China),Rail Freight,Electronics,8187.79,14,16,True,2,False,False
ORD-10613,2025-01-05,Supplier D (India),Ocean Cargo,Industrial Components,1711.14,14,15,True,1,False,False
ORD-10614,2025-01-29,Supplier C (USA),Ocean Cargo,Heavy Machinery,2701.18,45,43,False,0,False,True
ORD-10615,2025-06-14,Supplier A (Germany),Express Courier,Heavy Machinery,6866.35,45,46,True,1,False,False
ORD-10616,2025-12-05,Supplier B (China),Express Courier,Electronics,1149.05,45,53,True,8,False,False
ORD-10617,2025-05-16,Supplier B (China),Air Freight,Heavy Machinery,1708.49,30,29,False,0,False,True
ORD-10618,2025-12-31,Supplier C (USA),Ocean Cargo,Raw Materials,13028.96,30,34,True,4,False,False
ORD-10619,2025-11-17,Supplier D (India),Ocean Cargo,Electronics,5418.89,14,20,True,6,False,False
ORD-10620,2025-12-08,Supplier A (Germany),Ocean Cargo,Industrial Components,2893.55,14,12,False,0,False,True
ORD-10621,2025-05-25,Supplier D (India),Ocean Cargo,Raw Materials,5435.99,45,48,True,3,False,False
ORD-10622,2025-11-23,Supplier A (Germany),Ocean Cargo,Industrial Components,8396.59,30,30,False,0,False,True
ORD-10623,2025-08-05,Supplier B (China),Air Freight,Industrial Components,12086.14,21,26,True,5,False,False
ORD-10624,2025-10-28,Supplier A (Germany),Ocean Cargo,Heavy Machinery,2018.38,30,31,True,1,False,False
ORD-10625,2025-05-12,Supplier B (China),Air Freight,Heavy Machinery,2164.9,14,18,True,4,False,False
ORD-10626,2025-10-19,Supplier B (China),Ocean Cargo,Electronics,7995.82,30,37,True,7,False,False
ORD-10627,2025-03-11,Supplier B (China),Express Courier,Heavy Machinery,8203.61,14,13,False,0,False,True
ORD-10628,2025-09-09,Supplier A (Germany),Express Courier,Industrial Components,1677.11,45,43,False,0,True,False
ORD-10629,2025-10-02,Supplier C (USA),Ocean Cargo,Industrial Components,2230.88,45,44,False,0,False,True
ORD-10630,2025-12-30,Supplier A (Germany),Air Freight,Raw Materials,4209.09,45,46,True,1,False,False
ORD-10631,2025-07-01,Supplier D (India),Air Freight,Industrial Components,5008.35,21,25,True,4,False,False
ORD-10632,2025-06-16,Supplier E (Vietnam),Ocean Cargo,Electronics,5123.25,21,32,True,11,False,False
ORD-10633,2025-04-01,Supplier B (China),Air Freight,Electronics,1656.63,14,12,False,0,True,False
ORD-10634,2025-07-21,Supplier B (China),Ocean Cargo,Heavy Machinery,5082.01,7,9,True,2,False,False
ORD-10635,2025-12-12,Supplier B (China),Air Freight,Heavy Machinery,2768.62,21,25,True,4,False,False
ORD-10636,2025-01-19,Supplier A (Germany),Express Courier,Heavy Machinery,1933.23,14,14,False,0,False,True
ORD-10637,2025-02-08,Supplier B (China),Ocean Cargo,Electronics,4871.72,30,31,True,1,True,False
ORD-10638,2025-05-06,Supplier D (India),Air Freight,Industrial Components,4489.99,45,44,False,0,False,True
ORD-10639,2025-06-22,Supplier C (USA),Express Courier,Heavy Machinery,9333.4,45,43,False,0,False,True
ORD-10640,2025-05-21,Supplier A (Germany),Ocean Cargo,Raw Materials,2468.15,45,45,False,0,False,True
ORD-10641,2025-08-30,Supplier D (India),Air Freight,Heavy Machinery,5932.12,14,12,False,0,False,True
ORD-10642,2025-08-08,Supplier B (China),Ocean Cargo,Electronics,1401.17,45,44,False,0,False,True
ORD-10643,2025-05-06,Supplier D (India),Ocean Cargo,Heavy Machinery,3944.65,21,19,False,0,False,True
ORD-10644,2025-02-27,Supplier C (USA),Express Courier,Industrial Components,7121.99,30,28,False,0,False,True
ORD-10645,2025-05-28,Supplier C (USA),Air Freight,Heavy Machinery,7619.13,45,46,True,1,False,False
ORD-10646,2025-11-13,Supplier A (Germany),Ocean Cargo,Electronics,7660.76,14,14,False,0,False,True
ORD-10647,2025-12-27,Supplier A (Germany),Air Freight,Electronics,9353.45,30,33,True,3,False,False
ORD-10648,2025-01-01,Supplier E (Vietnam),Air Freight,Raw Materials,3440.49,45,49,True,4,False,False
ORD-10649,2025-12-14,Supplier A (Germany),Express Courier,Electronics,7306.94,7,10,True,3,False,False
ORD-10650,2025-07-09,Supplier E (Vietnam),Express Courier,Raw Materials,21916.52,45,45,False,0,False,True
ORD-10651,2025-07-10,Supplier B (China),Ocean Cargo,Industrial Components,3382.24,21,19,False,0,False,True
ORD-10652,2025-11-08,Supplier A (Germany),Ocean Cargo,Electronics,14826.31,30,30,False,0,False,True
ORD-10653,2025-04-27,Supplier A (Germany),Air Freight,Heavy Machinery,9908.8,21,22,True,1,False,False
ORD-10654,2025-05-14,Supplier A (Germany),Express Courier,Industrial Components,3971.67,7,13,True,6,False,False
ORD-10655,2025-02-27,Supplier E (Vietnam),Air Freight,Heavy Machinery,4245.86,7,10,True,3,False,False
ORD-10656,2025-02-13,Supplier B (China),Air Freight,Heavy Machinery,5403.07,21,27,True,6,False,False
ORD-10657,2025-06-22,Supplier B (China),Ocean Cargo,Heavy Machinery,9472.35,30,33,True,3,False,False
ORD-10658,2025-06-09,Supplier B (China),Ocean Cargo,Industrial Components,6782.55,7,9,True,2,False,False
ORD-10659,2025-06-22,Supplier A (Germany),Ocean Cargo,Industrial Components,3361.03,7,7,False,0,False,True
ORD-10660,2025-11-13,Supplier B (China),Air Freight,Electronics,929.23,45,43,False,0,False,True
ORD-10661,2025-10-30,Supplier A (Germany),Ocean Cargo,Heavy Machinery,8414.73,14,21,True,7,False,False
ORD-10662,2025-05-29,Supplier D (India),Ocean Cargo,Raw Materials,1047.33,7,8,True,1,True,False
ORD-10663,2025-03-21,Supplier B (China),Air Freight,Electronics,1647.83,30,28,False,0,False,True
ORD-10664,2025-08-01,Supplier B (China),Express Courier,Industrial Components,3561.79,30,31,True,1,False,False
ORD-10665,2025-07-22,Supplier B (China),Air Freight,Raw Materials,1860.75,45,48,True,3,False,False
ORD-10666,2025-09-09,Supplier B (China),Ocean Cargo,Industrial Components,6336.13,30,38,True,8,False,False
ORD-10667,2025-08-17,Supplier E (Vietnam),Ocean Cargo,Raw Materials,3877.9,45,47,True,2,False,False
ORD-10668,2025-06-13,Supplier B (China),Air Freight,Electronics,9211.29,7,12,True,5,False,False
ORD-10669,2025-08-15,Supplier A (Germany),Ocean Cargo,Raw Materials,1358.08,7,13,True,6,False,False
ORD-10670,2025-05-27,Supplier C (USA),Express Courier,Electronics,2894.25,7,12,True,5,False,False
ORD-10671,2025-01-20,Supplier A (Germany),Air Freight,Industrial Components,4931.31,7,16,True,9,False,False
ORD-10672,2025-02-16,Supplier A (Germany),Rail Freight,Raw Materials,5085.67,14,14,False,0,False,True
ORD-10673,2025-08-21,Supplier E (Vietnam),Ocean Cargo,Heavy Machinery,8563.2,14,15,True,1,False,False
ORD-10674,2025-11-01,Supplier D (India),Air Freight,Heavy Machinery,2364.52,7,7,False,0,False,True
ORD-10675,2025-01-14,Supplier E (Vietnam),Ocean Cargo,Industrial Components,3379.87,30,28,False,0,False,True
ORD-10676,2025-05-23,Supplier B (China),Ocean Cargo,Raw Materials,7375.21,45,46,True,1,False,False
ORD-10677,2025-01-01,Supplier B (China),Express Courier,Heavy Machinery,846.53,21,24,True,3,False,False
ORD-10678,2025-02-23,Supplier A (Germany),Express Courier,Electronics,6687.18,45,46,True,1,False,False
ORD-10679,2025-09-16,Supplier A (Germany),Express Courier,Raw Materials,9055.78,21,21,False,0,False,True
ORD-10680,2025-05-24,Supplier D (India),Rail Freight,Raw Materials,1690.99,21,21,False,0,False,True
ORD-10681,2025-01-12,Supplier B (China),Express Courier,Heavy Machinery,3819.91,7,13,True,6,False,False
ORD-10682,2025-11-26,Supplier D (India),Ocean Cargo,Electronics,16222.07,21,24,True,3,False,False
ORD-10683,2025-08-12,Supplier D (India),Ocean Cargo,Electronics,8332.03,7,6,False,0,False,True
ORD-10684,2025-09-29,Supplier A (Germany),Ocean Cargo,Electronics,7027.44,14,22,True,8,False,False
ORD-10685,2025-12-24,Supplier B (China),Air Freight,Raw Materials,10859.19,30,30,False,0,False,True
ORD-10686,2025-06-05,Supplier C (USA),Express Courier,Industrial Components,20819.31,21,20,False,0,False,True
ORD-10687,2025-01-08,Supplier A (Germany),Ocean Cargo,Raw Materials,4988.18,30,28,False,0,False,True
ORD-10688,2025-05-02,Supplier D (India),Air Freight,Raw Materials,3548.39,7,8,True,1,False,False
ORD-10689,2025-12-14,Supplier B (China),Air Freight,Heavy Machinery,10838.18,21,25,True,4,False,False
ORD-10690,2025-06-13,Supplier A (Germany),Ocean Cargo,Industrial Components,4230.34,45,50,True,5,False,False
ORD-10691,2025-03-31,Supplier C (USA),Ocean Cargo,Electronics,2339.25,14,16,True,2,False,False
ORD-10692,2025-05-16,Supplier E (Vietnam),Ocean Cargo,Heavy Machinery,3190.54,14,21,True,7,False,False
ORD-10693,2025-07-05,Supplier A (Germany),Ocean Cargo,Raw Materials,6309.83,21,22,True,1,False,False
ORD-10694,2025-11-12,Supplier D (India),Ocean Cargo,Industrial Components,3430.03,14,12,False,0,False,True
ORD-10695,2025-06-27,Supplier A (Germany),Ocean Cargo,Electronics,3641.02,45,44,False,0,False,True
ORD-10696,2025-01-28,Supplier D (India),Air Freight,Electronics,2160.61,30,31,True,1,True,False
ORD-10697,2025-08-08,Supplier D (India),Air Freight,Raw Materials,15495.32,45,45,False,0,False,True
ORD-10698,2025-12-23,Supplier B (China),Ocean Cargo,Electronics,3736.48,14,23,True,9,False,False
ORD-10699,2025-02-10,Supplier B (China),Ocean Cargo,Electronics,2781.63,30,30,False,0,False,True
ORD-10700,2025-08-16,Supplier D (India),Air Freight,Industrial Components,3028.74,45,47,True,2,False,False
ORD-10701,2025-07-11,Supplier B (China),Ocean Cargo,Heavy Machinery,9339.62,7,10,True,3,False,False
ORD-10702,2025-05-25,Supplier D (India),Air Freight,Industrial Components,7774.15,7,15,True,8,False,False
ORD-10703,2025-07-20,Supplier A (Germany),Ocean Cargo,Heavy Machinery,3289.58,30,51,True,21,False,False
ORD-10704,2025-07-31,Supplier D (India),Ocean Cargo,Heavy Machinery,5043.47,30,30,False,0,False,True
ORD-10705,2025-08-08,Supplier D (India),Ocean Cargo,Heavy Machinery,6132.54,30,28,False,0,False,True
ORD-10706,2025-08-28,Supplier E (Vietnam),Express Courier,Electronics,2798.21,7,12,True,5,False,False
ORD-10707,2025-02-15,Supplier A (Germany),Air Freight,Industrial Components,1432.97,45,43,False,0,False,True
ORD-10708,2025-02-04,Supplier C (USA),Rail Freight,Electronics,7420.71,30,34,True,4,False,False
ORD-10709,2025-09-10,Supplier C (USA),Ocean Cargo,Raw Materials,2924.89,7,7,False,0,False,True
ORD-10710,2025-03-23,Supplier B (China),Ocean Cargo,Industrial Components,6990.3,30,32,True,2,False,False
ORD-10711,2025-09-13,Supplier B (China),Ocean Cargo,Heavy Machinery,6353.88,30,30,False,0,False,True
ORD-10712,2025-07-16,Supplier A (Germany),Ocean Cargo,Electronics,5139.1,30,32,True,2,False,False
ORD-10713,2025-10-30,Supplier D (India),Ocean Cargo,Electronics,3495.03,7,7,False,0,False,True
ORD-10714,2025-01-10,Supplier B (China),Ocean Cargo,Industrial Components,2959.74,45,48,True,3,False,False
ORD-10715,2025-11-08,Supplier A (Germany),Air Freight,Industrial Components,1976.86,7,6,False,0,True,False
ORD-10716,2025-10-13,Supplier C (USA),Air Freight,Heavy Machinery,3005.51,7,7,False,0,False,True
ORD-10717,2025-08-30,Supplier B (China),Ocean Cargo,Heavy Machinery,7746.93,30,30,False,0,False,True
ORD-10718,2025-09-08,Supplier A (Germany),Ocean Cargo,Raw Materials,15036.87,21,20,False,0,False,True
ORD-10719,2025-12-31,Supplier E (Vietnam),Ocean Cargo,Heavy Machinery,13371.48,21,33,True,12,False,False
ORD-10720,2025-01-05,Supplier E (Vietnam),Air Freight,Electronics,5521.13,21,19,False,0,False,True
ORD-10721,2025-04-29,Supplier B (China),Express Courier,Raw Materials,15030.48,7,12,True,5,False,False
ORD-10722,2025-10-16,Supplier A (Germany),Express Courier,Raw Materials,3845.07,30,30,False,0,False,True
ORD-10723,2025-03-06,Supplier D (India),Rail Freight,Raw Materials,1749.64,21,20,False,0,False,True
ORD-10724,2025-05-26,Supplier B (China),Ocean Cargo,Industrial Components,22849.84,14,17,True,3,False,False
ORD-10725,2025-08-12,Supplier B (China),Express Courier,Heavy Machinery,7526.96,14,14,False,0,False,True
ORD-10726,2025-08-27,Supplier B (China),Express Courier,Raw Materials,1439.85,14,22,True,8,False,False
ORD-10727,2025-06-26,Supplier B (China),Ocean Cargo,Industrial Components,17106.93,45,50,True,5,False,False
ORD-10728,2025-09-24,Supplier C (USA),Ocean Cargo,Industrial Components,2711.51,30,30,False,0,False,True
ORD-10729,2025-12-07,Supplier B (China),Rail Freight,Raw Materials,3226.95,7,6,False,0,False,True
ORD-10730,2025-10-09,Supplier C (USA),Ocean Cargo,Raw Materials,11126.74,7,6,False,0,False,True
ORD-10731,2025-03-04,Supplier E (Vietnam),Ocean Cargo,Electronics,14608.6,30,30,False,0,False,True
ORD-10732,2025-08-05,Supplier B (China),Air Freight,Raw Materials,2207.04,45,46,True,1,False,False
ORD-10733,2025-12-08,Supplier D (India),Air Freight,Electronics,15943.28,30,30,False,0,False,True
ORD-10734,2025-11-11,Supplier D (India),Express Courier,Raw Materials,9891.09,45,51,True,6,False,False
ORD-10735,2025-10-10,Supplier B (China),Ocean Cargo,Raw Materials,2592.04,21,20,False,0,False,True
ORD-10736,2025-06-26,Supplier B (China),Ocean Cargo,Heavy Machinery,4037.07,21,22,True,1,False,False
ORD-10737,2025-04-08,Supplier C (USA),Air Freight,Raw Materials,16529.61,45,56,True,11,False,False
ORD-10738,2025-04-15,Supplier C (USA),Ocean Cargo,Raw Materials,1410.29,30,32,True,2,True,False
ORD-10739,2025-04-09,Supplier D (India),Ocean Cargo,Electronics,14832.43,21,21,False,0,False,True
ORD-10740,2025-11-07,Supplier B (China),Air Freight,Electronics,9673.31,30,31,True,1,False,False
ORD-10741,2025-01-06,Supplier E (Vietnam),Express Courier,Heavy Machinery,7385.79,21,21,False,0,False,True
ORD-10742,2025-07-16,Supplier A (Germany),Air Freight,Raw Materials,5460.83,30,29,False,0,False,True
ORD-10743,2025-12-17,Supplier A (Germany),Ocean Cargo,Raw Materials,23768.36,30,28,False,0,False,True
ORD-10744,2025-05-13,Supplier C (USA),Ocean Cargo,Electronics,26751.31,14,14,False,0,False,True
ORD-10745,2025-12-24,Supplier B (China),Air Freight,Industrial Components,3004.35,45,46,True,1,False,False
ORD-10746,2025-09-16,Supplier A (Germany),Express Courier,Industrial Components,8020.56,7,6,False,0,False,True
ORD-10747,2025-01-23,Supplier B (China),Express Courier,Industrial Components,22015.48,45,44,False,0,False,True
ORD-10748,2025-02-22,Supplier B (China),Express Courier,Electronics,2622.71,30,32,True,2,False,False
ORD-10749,2025-06-14,Supplier A (Germany),Air Freight,Electronics,5970.06,30,30,False,0,False,True
ORD-10750,2025-07-21,Supplier E (Vietnam),Air Freight,Industrial Components,10971.98,45,45,False,0,False,True
ORD-10751,2025-03-24,Supplier A (Germany),Air Freight,Industrial Components,980.52,30,30,False,0,False,True
ORD-10752,2025-05-25,Supplier D (India),Ocean Cargo,Raw Materials,9536.14,21,26,True,5,False,False
ORD-10753,2025-03-26,Supplier D (India),Express Courier,Electronics,2057.52,30,28,False,0,False,True
ORD-10754,2025-03-19,Supplier E (Vietnam),Express Courier,Electronics,5732.26,45,45,False,0,False,True
ORD-10755,2025-01-01,Supplier A (Germany),Express Courier,Industrial Components,12276.91,45,49,True,4,False,False
ORD-10756,2025-02-20,Supplier D (India),Rail Freight,Industrial Components,726.8,45,47,True,2,False,False
ORD-10757,2025-06-22,Supplier B (China),Express Courier,Heavy Machinery,9215.91,14,13,False,0,False,True
ORD-10758,2025-07-24,Supplier C (USA),Ocean Cargo,Electronics,25101.01,14,23,True,9,False,False
